sqft,bedrooms,age,price
1845.5866922029734,1,0.08036221104257835,346484.99259007035
3441.4584664272597,4,23.18061527248954,619961.7933186073
3534.487689826117,3,6.648579975686674,632253.1567511713
2580.7098389119033,4,14.843451025975735,501229.8357398578
1523.3973091429666,5,8.551470407658657,365028.28345611825
2797.0018647058055,6,22.32051286095279,571537.8330195353
1090.4090062549762,2,16.268513240787545,235250.79369779516
2062.946440013019,1,28.332161472505152,347619.2247493704
2952.610201257535,6,32.70503708889956,577388.4400025384
912.5489902435252,2,22.725941729996148,201284.33173032227
950.8661814917514,2,39.76810642585596,190066.69529966085
1344.2708757818511,3,7.9893080770106595,306753.73565418407
1704.086942091234,3,43.03351363198252,319045.7805066497
2255.6665416616324,2,31.432619948561747,394625.533173732
3621.5557200067256,5,26.714836408573216,663980.7791403524
1782.568297925935,5,18.969920812279696,400504.7051680795
3327.8169372648604,2,5.757542767555263,587267.4685021647
3813.4196205433896,3,46.19761362298865,639133.701926801
1400.6692295242538,2,22.003408610110377,273440.2589606426
1034.543090868462,6,28.537388570179623,295351.32760959247
2256.267351439392,6,15.691731455692114,491356.6768663947
3623.023405571055,6,21.937375486725998,689042.34369274
3963.1665123140747,5,11.886444215225723,732299.4473787699
2775.176180816922,2,33.92796910239157,475695.4667625657
3380.334647302119,1,0.159163305699489,576701.3043544423
2963.739861639734,2,31.63593596592934,506039.7926026669
2238.7024874976023,2,44.84916225870047,379523.36073051975
3154.658530828646,2,47.68054513381248,517426.56852222636
1403.3901320011355,4,2.6520137069981353,333275.3594158705
1060.6307020832194,2,45.75780131395455,206781.39118405842
1288.8458989211397,6,32.78098611162338,329684.3520229443
3343.5327980087463,3,6.433289273580767,604134.0138487917
3515.129728311284,2,28.046370567319883,586158.5342297425
3999.2274731260923,6,33.51975609303862,738234.1811237307
1485.5896263199047,5,29.11093246529029,340709.1987615103
2734.075512626544,5,8.69726981260966,553180.2487183756
3289.377254165236,3,48.13194631752121,551303.0099928406
1689.7234197134253,3,16.876906450805485,351564.534241056
1559.4884861806922,5,0.8753972293511214,378175.47749061073
3647.1669929697714,1,35.266599889724745,579248.4940974939
3666.967248482085,4,18.28108448970681,666036.4506630042
2098.154162836556,4,12.653105198572712,433623.5996206129
3410.96967555078,3,15.002820622681062,605869.7160833174
3689.1271576589306,5,26.868858822381213,672793.2991680056
1161.782553426887,6,25.355549198506978,322224.47231486137
1014.7680758207955,3,25.224799437821222,235230.90557862568
1360.9221358268783,1,9.819872323871943,267235.2275384767
810.7612175415429,4,7.175515570161667,240382.18294556296
1015.9457025195177,5,0.3469137686919421,297097.03156552673
1309.8925801297853,6,13.38099371540687,351285.972757889
3248.272616321923,5,12.048120904921216,628982.5219377406
1225.1166147649208,3,11.964200924468749,278080.9708176714
2123.939526972999,6,46.92172573210179,442305.37559914304
2913.696613103444,4,30.222492354091003,532668.6749017645
2940.3308808096285,3,3.217710585332534,545309.5055855598
3304.6339222991037,6,17.102017216123734,652325.1743989504
2745.883968789657,1,48.00587735026249,432888.51280083455
